timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-12T01:45:45,TowardsSaferPretraining,6cb5b50f-01de-457a-9c6b-6aa6194aa054,18247012,3.1445355330070015,1.2398860874909728e-05,3.942986410795353e-06,37.36591206133334,0.0,20.0,3.153847140016829e-05,0.0,1.4791280544401765e-05,4.6329751944570056e-05,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.1,16,AMD EPYC 7H12 64-Core Processor,,,6.1314,52.7909,64,machine,0.0,0,9.7,24.380290985107422,N,1.0,0.0
