timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-12T01:46:08,TowardsSaferPretraining,77ae7ab8-4ef4-4997-9d47-b119e0ddfadd,18247012,3.1344259140023496,1.5030795051548765e-05,4.795390117342393e-06,56.04653936,0.0,20.0,4.1395550290858555e-05,0.0,1.4768722644657828e-05,5.616427293551638e-05,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.1,16,AMD EPYC 7H12 64-Core Processor,,,6.1314,52.7909,64,machine,0.0,0,9.7,24.403841018676758,N,1.0,0.0
