timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-12T22:25:33,TowardsSaferPretraining,3c369bbf-1091-46fe-93c3-db9fbd1fd015,18269542,3.1218791420033085,1.5052179799987923e-05,4.821512658023317e-06,57.08349970400002,0.0,20.0,4.16595270269603e-05,0.0,1.4584652450018134e-05,5.624417947697843e-05,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.1,16,AMD EPYC 7H12 64-Core Processor,,,6.1314,52.7909,64,machine,22.549999999999997,0,9.6,24.07579231262207,N,1.0,0.0
