timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-12T22:27:56,TowardsSaferPretraining,f059fc7a-bbb2-456c-94ad-0b45f666fd38,18269543,66.02726575999986,0.001826212893226213,2.7658466123135382e-05,50.010089184090944,335.2049903156281,20.0,0.00046863612483258993,0.0061678127120234905,0.00018740306330987042,0.006823851900165954,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.1,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,32,machine,2.3076923076923075,87.8923076923077,6.1076923076923135,30.930927276611328,N,1.0,0.0
