timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-24T13:35:30,TowardsSaferPretraining,0a0ae38b-d7e7-449e-8008-750cce536518,18657330,341.64473242801614,0.006123579113520261,1.792382124554046e-05,53.03823674303518,206.1675747026385,20.0,0.002494097950277948,0.019446888890833236,0.000940462043959026,0.022881448885070214,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.1,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,64,machine,9.191764705882354,68.14117647058823,10.074411764705877,50.718003777896655,N,1.0,0.0
